Humidity,Temperature,Vibration,GLOF_Detected
29.19228538,0.839518057,No,No
96.42728012,27.93441295,Yes,Yes
30.24079749,-4.172471496,Yes,No
62.93247741,-0.359742565,No,No
51.32356867,7.98921517,Yes,No
80.35452034,22.86959046,Yes,Yes
79.34454578,25.18463735,Yes,Yes
19.74355099,-10.8056583,Yes,No
5.557906693,-5.808491328,Yes,No
24.21073451,7.862398389,Yes,No
73.24207675,6.993507591,No,No
25.62308345,8.359069568,Yes,No
57.01206973,-12.87711121,Yes,No
35.00198407,-15.75198264,Yes,No
6.351625641,1.987230898,No,No
98.62556258,23.01097141,Yes,Yes
18.08739107,-12.6315029,Yes,No
73.75055763,13.04331751,No,No
26.64898114,-12.57715669,Yes,No
84.20493198,27.67037999,Yes,Yes
96.85371963,19.10115297,Yes,Yes
84.2960148,23.4505654,Yes,Yes
85.54853438,22.64336429,Yes,Yes
87.88424584,27.64629609,Yes,Yes
33.17203541,-4.877645023,No,No
65.30163416,-0.226658732,No,No
20.3724886,-13.4428623,Yes,No
60.67677302,-11.7986227,No,No
84.88380881,24.23279978,Yes,Yes
91.72580754,21.03027887,Yes,Yes
76.73566005,15.73209224,Yes,Yes
34.13789938,5.627672221,No,No
57.70819346,-14.83911289,No,No
7.302517034,-3.961133983,No,No
92.14245084,16.78822222,Yes,Yes
99.7612924,24.87681138,Yes,Yes
20.92562178,12.57915025,Yes,No
47.07516579,-8.776803584,No,No
35.66971439,-0.955589931,Yes,No
25.91106403,-0.978045,Yes,No
12.1442255,-11.62205573,No,No
87.96082655,29.42091873,Yes,Yes
73.84908582,11.29348376,No,No
38.44614331,-10.29006428,No,No
14.89737104,-18.64201908,No,No
18.43855819,-12.32137138,No,No
87.798781,15.97240885,Yes,Yes
45.72730689,1.98106626,Yes,No
97.75533066,23.94554579,Yes,Yes
45.51352167,0.518242457,No,No
91.10556732,15.50479458,Yes,Yes
13.45170077,5.132385642,No,No
61.55221206,-6.932639364,Yes,No
61.50506265,5.497287685,Yes,No
49.36198682,-9.392698359,Yes,No
84.29670384,21.52167979,Yes,Yes
69.76239021,-3.578787637,Yes,No
0.453528239,-15.48372569,No,No
43.91727966,-15.48272063,Yes,No
24.03009646,-1.038388802,Yes,No
51.87900856,-8.568233299,No,No
69.66446624,-12.38050704,Yes,No
56.38102443,2.520013233,Yes,No
73.58384309,10.57369925,Yes,No
23.0828179,-16.03690719,Yes,No
5.756854642,7.089828055,No,No
2.525730291,-19.408052,Yes,No
96.64293753,29.20220205,Yes,Yes
23.27313616,13.15997993,Yes,No
13.89527665,10.53380972,No,No
85.80287711,18.50070692,Yes,Yes
87.10083319,19.58885239,Yes,Yes
77.08729623,17.29704265,Yes,Yes
42.81802903,-15.62188816,Yes,No
10.09322003,8.173839186,Yes,No
86.16971809,22.41732637,Yes,Yes
69.99038158,-13.06312648,Yes,No
90.32422837,24.75247995,Yes,Yes
79.56023682,20.05359674,Yes,Yes
72.73641485,-12.03631431,Yes,No
16.20235803,-6.937742081,Yes,No
82.43352738,28.26362497,Yes,Yes
34.90027005,-15.42779665,Yes,No
88.28025861,28.55313543,Yes,Yes
18.1125471,4.03375141,Yes,No
98.73396586,25.86993312,Yes,Yes
82.64506356,19.29466586,Yes,Yes
63.60819263,11.70690849,No,No
64.72476235,12.01947524,No,No
41.00217616,-18.15109371,Yes,No
46.43795515,6.214965609,Yes,No
29.94994351,-17.0107031,No,No
20.29829565,12.94476251,Yes,No
57.73099671,-5.166713519,Yes,No
18.91296581,-15.76637682,No,No
77.15708893,19.08429022,Yes,Yes
54.25827468,2.41565459,No,No
46.70171557,-0.931136351,No,No
96.91505416,29.92350813,Yes,Yes
90.48276624,17.90925503,Yes,Yes
79.91042625,26.0613804,Yes,Yes
81.1145129,16.86568909,Yes,Yes
77.96221677,29.44587432,Yes,Yes
27.50987405,-5.475078457,No,No
10.45876772,-0.787361643,No,No
7.518417279,-5.380200156,No,No
38.17192803,-17.46682624,Yes,No
57.48954872,0.5579454,No,No
63.998789,11.2137074,No,No
80.7035887,19.65231223,Yes,Yes
38.08183786,-18.4718675,Yes,No
23.37396875,2.917151295,No,No
21.42194914,-18.16784875,Yes,No
69.58092998,-5.548108364,Yes,No
79.00445901,28.78176239,Yes,Yes
68.94060233,0.072211736,Yes,No
13.09853894,-19.65107678,No,No
16.70070593,-2.195290552,Yes,No
18.73081344,-0.833436477,No,No
55.2354881,-16.38117722,Yes,No
74.79284249,-15.47167841,No,No
62.52330079,-12.45879825,No,No
14.74901887,13.32924051,Yes,No
92.89791443,24.80209901,Yes,Yes
95.4369867,24.29429109,Yes,Yes
30.89685713,5.732998134,Yes,No
77.38141024,21.34002045,Yes,Yes
88.30452426,22.01501788,Yes,Yes
86.68732612,27.60106018,Yes,Yes
92.29845566,27.48746536,Yes,Yes
76.13253081,28.03404468,Yes,Yes
52.33745891,7.738891867,No,No
26.61934957,-0.195187441,Yes,No
60.2251554,-13.09859563,Yes,No
91.8108008,22.71582417,Yes,Yes
80.42850446,25.58492106,Yes,Yes
25.41176118,13.21206764,No,No
89.02347123,18.77551508,Yes,Yes
89.46251132,27.40707537,Yes,Yes
60.4236604,-1.448168128,No,No
49.42840576,-3.762230779,No,No
0.515847166,7.410601016,Yes,No
81.47391453,21.69392817,Yes,Yes
65.9878311,-18.3660313,Yes,No
41.29975346,3.22216208,Yes,No
30.15204127,-2.402579535,No,No
98.80569649,19.33568398,Yes,Yes
23.08643625,6.965323098,No,No
15.26045569,2.607476256,No,No
17.81124789,-19.17984656,Yes,No
81.96914254,19.7158391,Yes,Yes
91.40731601,28.23719012,Yes,Yes
38.62000124,-16.43424326,Yes,No
6.241729966,8.431106645,Yes,No
43.39063637,-15.10978016,No,No
73.68619355,6.511416775,No,No
30.01592069,-2.167189437,No,No
20.66750822,-17.40383315,No,No
78.03610514,27.77417926,Yes,Yes
98.79519792,19.22587686,Yes,Yes
77.38822424,22.86731111,Yes,Yes
79.64566464,25.00827506,Yes,Yes
22.9847601,-5.987518061,No,No
87.96261277,16.81250166,Yes,Yes
95.34382119,28.44065673,Yes,Yes
27.61875805,-19.1640533,Yes,No
48.29309678,-5.616378719,Yes,No
19.9446338,-7.420166061,Yes,No
16.30896992,-5.260838345,Yes,No
44.5096037,-17.36057384,No,No
98.34276869,29.53120624,Yes,Yes
49.23072026,1.235067069,Yes,No
84.54632142,26.63080687,Yes,Yes
93.12039006,26.17357866,Yes,Yes
77.9256099,22.36623932,Yes,Yes
90.79960755,20.44281908,Yes,Yes
44.78664795,-18.63477527,No,No
86.90898555,22.01257751,Yes,Yes
99.70685249,22.77358433,Yes,Yes
36.94268031,0.152736489,Yes,No
13.63632396,-13.8499664,No,No
50.54956561,-11.63508119,Yes,No
78.55823273,24.02576435,Yes,Yes
17.0079469,7.749401585,No,No
13.26727131,-0.326119108,Yes,No
31.95909285,11.14427379,Yes,No
76.87719203,21.71625186,Yes,Yes
91.32462274,27.73582714,Yes,Yes
77.61641444,25.70466981,Yes,Yes
49.98914825,11.70148767,No,No
35.17805606,-18.12482041,Yes,No
95.50962422,17.51727775,Yes,Yes
33.8804607,-8.780134489,Yes,No
80.43650693,25.660296,Yes,Yes
58.08642023,12.75979627,No,No
13.43729387,1.52160551,No,No
89.5561872,22.38457769,Yes,Yes
66.79938416,-12.64033377,No,No
77.01023655,25.72678256,Yes,Yes
93.5408194,21.22421402,Yes,Yes
81.74948538,18.30650789,Yes,Yes
44.70614664,-5.740724153,No,No
70.09079105,-13.20549303,Yes,No
15.32372875,-13.55645368,No,No
51.90552353,3.666851122,Yes,No
42.49539442,-14.02152028,Yes,No
0.478428255,3.47545639,No,No
18.65938416,6.778730707,Yes,No
25.79682649,-18.09217529,Yes,No
42.34429792,-7.406128478,No,No
10.49905325,-10.36834259,Yes,No
21.24633026,-18.35624522,No,No
21.20740928,-10.16241401,Yes,No
6.45991043,13.6540303,No,No
60.42858943,-13.33663748,No,No
20.21338967,-17.64503855,No,No
19.4682337,-16.23923066,No,No
4.682349546,8.206704489,No,No
83.80456154,29.5088256,Yes,Yes
6.74076388,7.967875102,Yes,No
92.96265321,28.08406911,Yes,Yes
96.91688335,23.94405794,Yes,Yes
74.27138779,1.864523429,Yes,No
92.02224125,28.00482494,Yes,Yes
9.823030725,13.26762466,No,No
32.84249154,-17.25816238,Yes,No
12.10933755,6.853168796,Yes,No
81.17970466,17.90156855,Yes,Yes
28.48136422,-0.956198162,No,No
76.27889296,21.60555143,Yes,Yes
33.36393246,-1.852745877,No,No
79.99080085,16.24524492,Yes,Yes
64.40732095,10.43935597,No,No
47.25698451,-0.92208055,No,No
82.2261624,27.71983593,Yes,Yes
32.98053649,11.23641829,Yes,No
45.79100663,-3.924370913,Yes,No
68.47811002,2.720388769,Yes,No
81.93354579,20.82689007,Yes,Yes
78.10879598,22.65311453,Yes,Yes
32.01710459,7.438338133,Yes,No
91.02063798,21.56688856,Yes,Yes
80.31239461,29.21165094,Yes,Yes
11.28542033,-6.841007232,No,No
83.85993645,29.93201899,Yes,Yes
29.70007248,-9.382250123,Yes,No
35.10517907,-5.036035062,No,No
13.75816473,-2.697021613,Yes,No
82.84228405,22.73422029,Yes,Yes
12.60150391,-14.49675172,No,No
6.927039608,-9.497652098,No,No
46.90750876,-11.02976686,No,No
12.25250688,10.8454141,Yes,No
17.40136352,12.50671974,Yes,No
88.99039789,18.21686343,Yes,Yes
53.63437649,0.269543141,No,No
62.62303393,11.28209657,Yes,No
3.776214523,-5.920885521,No,No
34.10732569,-14.31211271,No,No
85.70365043,20.37145847,Yes,Yes
27.90326759,-19.97490995,No,No
49.63332994,-5.988454606,Yes,No
20.64293858,12.7433058,No,No
86.12130224,27.93919447,Yes,Yes
90.00140307,20.63046911,Yes,Yes
50.74629252,-5.389310064,Yes,No
99.09873508,27.43031464,Yes,Yes
87.08813929,25.61322935,Yes,Yes
82.71841353,20.39684586,Yes,Yes
60.22589111,-17.45423084,No,No
84.3728384,29.8929709,Yes,Yes
49.4038229,-14.54519622,No,No
41.00079487,-18.90752539,No,No
3.763151274,-9.090383748,Yes,No
17.51755208,-2.449548421,Yes,No
23.85297088,-7.071607335,Yes,No
34.87571381,7.229474005,Yes,No
95.34883072,28.10403221,Yes,Yes
85.34084029,21.80112365,Yes,Yes
32.34254023,-10.95049577,No,No
3.004433929,10.57873121,Yes,No
70.65436646,-4.85315214,No,No
62.445883,11.79435375,Yes,No
67.17674582,12.03956705,Yes,No
77.86563129,24.55527802,Yes,Yes
7.966037069,-19.91783841,No,No
80.15684488,26.79496496,Yes,Yes
60.93553658,-10.52607385,No,No
62.57435968,2.674296351,No,No
82.04317741,28.75786501,Yes,Yes
56.34591933,-7.727505799,Yes,No
81.2611357,17.80604812,Yes,Yes
69.96507676,-3.219075765,No,No
25.6552076,8.115660073,Yes,No
91.29831764,15.62613919,Yes,Yes
35.63252555,3.596543209,No,No
74.39720604,-7.844903399,No,No
78.44277934,24.14563472,Yes,Yes
78.56753533,17.56967172,Yes,Yes
94.26457578,23.69912653,Yes,Yes
73.29599494,-0.655363848,No,No
47.60581058,13.1021151,No,No
5.07035621,-3.869594266,No,No
11.09687506,-2.489319528,Yes,No
71.19548297,0.23252357,Yes,No
83.46357572,17.07461762,Yes,Yes
14.81669293,-1.225636592,No,No
5.044193548,-9.520190632,Yes,No
89.30027206,26.5151274,Yes,Yes
90.47565063,25.63558851,Yes,Yes
91.92489693,23.1714017,Yes,Yes
9.416234242,-7.189010699,No,No
44.64222995,-19.43563738,Yes,No
60.18013383,1.623461811,No,No
79.7257659,20.98755237,Yes,Yes
10.71107284,-5.093739574,Yes,No
12.66438475,-2.952110949,Yes,No
76.732006,16.57775368,Yes,Yes
10.7250842,8.623772575,No,No
62.36387498,-10.59903735,No,No
61.40551721,12.20140184,No,No
40.1510826,-11.1048452,Yes,No
45.61585326,-4.305725564,Yes,No
78.89526091,26.1245714,Yes,Yes
11.35841415,-7.5564571,Yes,No
83.06717823,15.38482981,Yes,Yes
64.60842645,-10.53779933,No,No
35.07609094,5.299372137,Yes,No
84.40300622,26.61653008,Yes,Yes
99.78804703,22.44368231,Yes,Yes
54.52638953,11.07361741,No,No
33.31375552,-16.36142184,No,No
12.43111327,-18.29317884,Yes,No
45.06840042,-2.203233764,Yes,No
76.11116855,15.44794624,Yes,Yes
32.53829421,14.52993218,No,No
57.64359982,-1.51377975,Yes,No
36.31297741,-8.302463196,Yes,No
29.49905028,-9.420315483,No,No
7.252091984,-9.281626417,No,No
77.24731081,15.10017336,Yes,Yes
80.44319029,24.48040968,Yes,Yes
66.27629758,-2.357547209,Yes,No
46.24664836,5.743224703,No,No
85.57174674,21.57260945,Yes,Yes
94.29484323,16.67799649,Yes,Yes
86.36668045,23.41097292,Yes,Yes
71.9897102,9.412186216,No,No
42.05087212,9.20603885,Yes,No
80.51490783,22.8976115,Yes,Yes
89.22057689,19.61344436,Yes,Yes
91.93130866,23.61901515,Yes,Yes
39.0407878,-15.55140852,Yes,No
23.76781033,1.954044022,No,No
70.19529362,-17.35655199,Yes,No
42.31738625,-3.052540123,No,No
61.95485134,-10.82039874,Yes,No
5.258110473,2.337854526,No,No
33.50358954,-1.111837388,No,No
91.2016205,24.83212558,Yes,Yes
60.74433152,-1.071052761,Yes,No
82.71949825,20.03707041,Yes,Yes
72.11630491,12.97649091,Yes,No
66.46363291,-12.73709766,Yes,No
69.66059705,-14.32358197,No,No
32.94079509,-4.283678387,No,No
11.35742358,-11.37781135,Yes,No
61.77177081,-0.606525186,Yes,No
87.74619913,16.03407536,Yes,Yes
47.61799944,13.15574147,Yes,No
23.13512111,-7.143081965,No,No
85.31607823,16.86320924,Yes,Yes
8.95357585,-14.31255546,No,No
64.82746998,-12.99460261,Yes,No
60.76208175,1.544341812,Yes,No
36.3820995,-14.17237585,No,No
77.92275631,18.53320827,Yes,Yes
90.80624604,16.23596435,Yes,Yes
10.80590895,-18.42988048,Yes,No
92.97372722,20.17500208,Yes,Yes
42.89969087,3.947317632,No,No
85.56411363,26.85036297,Yes,Yes
29.72344691,-0.334306532,No,No
92.52165751,16.16945951,Yes,Yes
50.72708009,14.94962823,No,No
88.06528936,20.38609225,Yes,Yes
1.039660193,-15.22239458,No,No
0.748408249,-9.985273514,Yes,No
24.77135006,13.90851417,No,No
16.36556509,9.96537677,Yes,No
95.39488911,21.95102631,Yes,Yes
92.91233831,29.70749424,Yes,Yes
50.61699023,1.059031302,Yes,No
94.63832447,26.3385481,Yes,Yes
92.27238766,18.01791295,Yes,Yes
4.251032412,12.92415657,Yes,No
77.97714509,22.5335454,Yes,Yes
46.464465,-7.357437936,No,No
93.99164396,29.71954977,Yes,Yes
83.80439973,27.94401579,Yes,Yes
81.84357512,18.80080628,Yes,Yes
4.807103328,10.67961718,Yes,No
85.38595688,18.60110373,Yes,Yes
96.89799763,15.47538187,Yes,Yes
80.47760858,18.63775868,Yes,Yes
49.35766635,-5.37110222,No,No
92.93380414,19.81242523,Yes,Yes
76.16685113,27.22815702,Yes,Yes
93.59471254,27.86240463,Yes,Yes
17.45462617,12.67576003,Yes,No
73.035031,3.240427982,Yes,No
96.53671523,18.12802406,Yes,Yes
31.62844631,-12.55024699,No,No
90.21640789,27.12535647,Yes,Yes
83.75095535,20.58231719,Yes,Yes
10.35939699,3.116440248,No,No
33.9618604,13.39460745,Yes,No
97.05932832,22.29623619,Yes,Yes
97.79838126,23.07612096,Yes,Yes
49.39960162,-2.082147926,No,No
93.55814852,27.74153815,Yes,Yes
90.82833376,22.29729149,Yes,Yes
20.00959121,-8.926860741,No,No
72.8883976,-7.487033505,Yes,No
86.59673203,25.98923238,Yes,Yes
87.12876172,19.37835558,Yes,Yes
86.70166495,17.5089044,Yes,Yes
30.80486576,14.42590549,No,No
50.73628121,8.836373357,Yes,No
82.56703999,22.20581159,Yes,Yes
57.32650398,9.503091886,No,No
64.60635346,0.536876775,Yes,No
61.47186522,5.014581073,No,No
9.68034352,-0.352546153,No,No
72.82051872,9.996015992,Yes,No
43.07156813,11.77164353,Yes,No
80.45261238,20.63868859,Yes,Yes
36.24707137,-9.945980679,Yes,No
67.37898499,-8.841393699,Yes,No
88.03639107,23.17933436,Yes,Yes
97.36633081,20.76825811,Yes,Yes
38.16705526,11.15772347,No,No
85.82401615,15.53462948,Yes,Yes
83.76830167,24.20062306,Yes,Yes
23.07593171,11.07130336,No,No
4.652757272,10.27482417,No,No
13.28116915,4.842476758,Yes,No
22.18680731,-7.212160546,Yes,No
27.62604103,2.829838949,Yes,No
41.82665184,7.225719694,No,No
45.38171389,-4.264582648,Yes,No
87.51701489,18.25871142,Yes,Yes
97.42141596,29.75681599,Yes,Yes
98.66239574,20.722039,Yes,Yes
60.66197426,-11.55276037,No,No
84.11188376,28.11251145,Yes,Yes
6.309574669,2.784011083,Yes,No
88.63366386,26.15425527,Yes,Yes
26.78942505,12.31283114,Yes,No
89.59371137,27.07189288,Yes,Yes
5.178442974,7.351173106,Yes,No
4.132615137,7.370063896,Yes,No
46.69729002,1.803391546,Yes,No
45.53514607,-14.58055119,No,No
65.78456714,0.484130643,Yes,No
24.39083972,8.307980558,No,No
93.95823257,16.77744782,Yes,Yes
33.20986024,-10.72334494,Yes,No
47.42934932,9.13368646,No,No
9.920153632,13.73706042,No,No
81.80932652,27.04290297,Yes,Yes
53.6325121,5.761239015,No,No
42.69787383,-10.98065231,Yes,No
10.71314736,-15.45500453,Yes,No
22.05505966,-10.71700171,No,No
93.42619201,26.21143336,Yes,Yes
51.16437669,5.884713684,No,No
54.8437942,-9.980933762,No,No
8.176021173,-13.29675373,Yes,No
20.52303134,-9.1878797,Yes,No
35.84005162,-10.43941329,No,No
17.33106397,-9.56473753,Yes,No
95.24147399,18.46926744,Yes,Yes
50.42878825,-17.96167592,Yes,No
98.78849497,27.57191277,Yes,Yes
1.926723365,-15.88743559,Yes,No
53.27636255,-1.456683003,Yes,No
43.26059397,0.974713124,Yes,No
27.93999553,11.3535506,Yes,No
33.68088856,-0.999265367,Yes,No
92.95541744,15.65980925,Yes,Yes
78.87676882,22.95291781,Yes,Yes
66.46284705,-19.75162136,Yes,No
4.517020868,-2.327351857,No,No
86.87893203,28.21668996,Yes,Yes
99.06568762,27.52138443,Yes,Yes
7.118845262,-16.49457509,Yes,No
7.900911336,-0.873327364,No,No
43.448585,-2.536121952,No,No
52.0066596,-13.31282512,No,No
83.04620426,25.91710066,Yes,Yes
82.05848666,19.56879476,Yes,Yes
46.53553388,8.751493847,No,No
78.89360526,17.58760102,Yes,Yes
72.43104074,-10.28670183,No,No
87.17435244,15.23904114,Yes,Yes
80.37082998,27.11973344,Yes,Yes
13.55888629,2.334896588,No,No
77.24036131,23.35797506,Yes,Yes
74.41017296,-18.18118657,Yes,No
26.61238917,-7.462333556,No,No
70.36358794,-1.734819663,Yes,No
96.11476695,20.2632101,Yes,Yes
97.08437347,19.76232017,Yes,Yes
1.800378363,12.63763836,No,No
13.83442883,-8.511071875,Yes,No
92.50925734,29.41334194,Yes,Yes
89.024706,27.78623187,Yes,Yes
12.88720953,8.418870984,No,No
11.52682821,-12.85102362,Yes,No
93.33440636,19.35817498,Yes,Yes
66.47852715,-13.60812044,No,No
35.60767545,9.281707363,Yes,No
24.33838501,-11.15069098,Yes,No
42.29396751,-18.16834999,No,No
71.03710972,-15.56770061,Yes,No
69.53428364,1.939151655,No,No
95.07547128,29.70155791,Yes,Yes
95.53108047,25.46889686,Yes,Yes
2.257790416,5.969838689,No,No
61.94492314,14.74912461,Yes,No
78.83595586,17.87291113,Yes,Yes
71.42900643,9.264151544,Yes,No
82.16263763,24.1403027,Yes,Yes
9.876517758,-14.72861664,Yes,No
23.39095768,4.583955238,Yes,No
95.35746755,15.10200693,Yes,Yes
36.58757389,-7.094619559,No,No
97.95630163,20.84412738,Yes,Yes
41.24014221,8.966359147,Yes,No
77.70852756,19.55101105,Yes,Yes
58.83041049,-9.940911315,No,No
12.74153049,-16.56844117,No,No
31.98748104,-8.895928898,No,No
89.83639541,26.55694945,Yes,Yes
79.82907232,25.71805786,Yes,Yes
22.57247397,-4.26403829,Yes,No
44.79842837,-11.25343974,No,No
49.78683561,8.266905435,No,No
96.75333703,21.46959635,Yes,Yes
50.82924309,5.533249769,No,No
88.78281439,28.39530722,Yes,Yes
82.99990189,20.36045083,Yes,Yes
91.8396171,28.43725434,Yes,Yes
72.39770427,7.00156707,No,No
43.73476643,8.642622449,No,No
30.98793879,14.34974987,No,No
63.36535108,14.21033645,Yes,No
78.25361718,29.56308053,Yes,Yes
78.92526624,24.29007576,Yes,Yes
76.95085181,21.34977511,Yes,Yes
84.74247667,27.88929098,Yes,Yes
53.15742414,-4.149082385,No,No
73.17014394,14.3928344,Yes,No
54.67044001,-14.94472305,Yes,No
73.5943183,9.868850674,Yes,No
49.85544037,-2.898827594,Yes,No
55.62204656,-3.522525105,Yes,No
36.70444031,-14.75317614,Yes,No
81.70330106,16.73506936,Yes,Yes
23.53701062,14.49602569,Yes,No
71.00671835,1.633603795,Yes,No
80.35445044,23.64558138,Yes,Yes
91.80864716,24.01355688,Yes,Yes
97.45838089,22.26526318,Yes,Yes
32.1862119,-4.364116614,No,No
95.50718961,27.91608143,Yes,Yes
58.19079409,-11.43200444,No,No
79.34252974,25.88719853,Yes,Yes
56.90364909,-10.6864521,No,No
47.93308852,-18.64929533,No,No
77.88295315,28.16209635,Yes,Yes
88.48738482,22.46376546,Yes,Yes
18.81593249,11.45089187,Yes,No
15.75803947,13.01185474,No,No
88.39120836,29.37529485,Yes,Yes
78.75608379,15.18203641,Yes,Yes
56.94693802,3.569690512,No,No
27.22371303,-7.223335166,Yes,No
90.9817119,15.25095464,Yes,Yes
85.41984535,22.79880594,Yes,Yes
51.82918596,-17.79823834,Yes,No
30.4942903,5.450698341,No,No
91.92810797,21.13603015,Yes,Yes
81.09613866,19.93257292,Yes,Yes
85.80962011,25.85993421,Yes,Yes
86.82014491,29.8217359,Yes,Yes
77.08524808,24.84895903,Yes,Yes
22.32377082,-13.82558314,Yes,No
78.19088024,22.36481079,Yes,Yes
62.42726547,1.018716887,Yes,No
23.52773436,8.206190922,Yes,No
91.92404246,17.85941396,Yes,Yes
0.771337195,14.17713814,Yes,No
77.35127862,24.79950466,Yes,Yes
29.09795658,3.512274459,Yes,No
27.08060448,-8.482417719,Yes,No
31.43246047,-5.237901532,Yes,No
66.74350323,-18.56211723,No,No
29.69529196,7.794709661,Yes,No
69.09806342,14.84758118,Yes,No
0.627276141,13.1000288,No,No
52.54586223,7.667976264,No,No
16.59290223,-6.341650765,No,No
89.24576413,25.7090089,Yes,Yes
66.55684015,-1.191728334,Yes,No
49.60070092,1.816005182,Yes,No
11.04566727,5.114648393,No,No
78.57212827,25.05028978,Yes,Yes
17.06112028,0.22569785,Yes,No
85.81487067,28.30431713,Yes,Yes
7.99677142,13.12325287,Yes,No
36.42257238,5.501530488,No,No
91.80898661,26.33829907,Yes,Yes
97.30490039,29.72132665,Yes,Yes
18.52208752,-6.5892436,Yes,No
81.9830135,16.6744038,Yes,Yes
87.93396414,26.56264292,Yes,Yes
60.07355253,-19.23063648,Yes,No
44.73503066,-3.02994411,No,No
69.94161588,2.54745556,No,No
42.25562734,8.890396351,No,No
23.22687833,13.0985738,No,No
4.122473013,11.60677286,Yes,No
46.92380921,0.031031497,No,No
21.94913233,-14.09082377,No,No
10.28613661,-14.41167777,Yes,No
29.38068379,-1.534713215,Yes,No
67.24309939,11.87919794,Yes,No
70.07280856,-0.091554225,No,No
79.69350175,19.4702983,Yes,Yes
65.1307143,13.89466957,No,No
91.38099388,28.61720596,Yes,Yes
25.18622735,-18.83007134,Yes,No
76.56732607,24.99686884,Yes,Yes
43.38693812,-18.27980634,No,No
81.38246343,15.41207992,Yes,Yes
93.28087688,21.75165079,Yes,Yes
23.40480335,-10.04990988,Yes,No
7.713194412,-18.06240641,No,No
34.97245597,-14.36988973,Yes,No
51.29025937,-10.07724834,Yes,No
40.52223988,5.359526821,Yes,No
31.97987676,-17.19778091,No,No
78.29284753,16.67035895,Yes,Yes
51.77421352,7.743186686,Yes,No
57.47604098,14.62258392,No,No
10.15946526,-0.076942577,Yes,No
65.21502539,-8.224237686,No,No
93.45205767,25.74492004,Yes,Yes
59.82991975,-2.434566414,Yes,No
97.91777326,27.62647512,Yes,Yes
80.76917636,28.18181737,Yes,Yes
80.00881471,21.26327586,Yes,Yes
84.17928497,26.29548878,Yes,Yes
83.89003865,19.62880138,Yes,Yes
58.32959326,-13.21990322,Yes,No
3.021413908,-4.677648295,No,No
43.24087425,9.985548128,No,No
34.26660538,-8.814370081,No,No
43.91907629,6.74334553,Yes,No
50.33198678,2.670201905,No,No
19.80464885,-13.88265503,Yes,No
25.44304959,-11.23309686,Yes,No
89.96731365,17.7108044,Yes,Yes
85.95566806,24.55660197,Yes,Yes
76.55852646,21.50188651,Yes,Yes
97.60055496,19.45650835,Yes,Yes
3.78125802,12.02985871,No,No
31.39554562,7.014261233,Yes,No
15.26511554,8.722454612,No,No
84.99070275,19.99007203,Yes,Yes
46.59979681,-15.58007846,No,No
34.81788898,11.74449315,No,No
96.99284014,18.21235259,Yes,Yes
79.33185214,18.97827418,Yes,Yes
79.61000539,28.24800389,Yes,Yes
22.33945488,10.89927717,No,No
44.67598681,-9.685452054,Yes,No
97.09883938,20.74850133,Yes,Yes
69.48478485,-1.080656361,Yes,No
26.64629807,-12.66682715,No,No
3.026312014,-5.434366876,Yes,No
52.00331539,-6.453249582,No,No
88.14132829,21.51488714,Yes,Yes
33.25793271,9.909903241,Yes,No
36.23856475,2.580252916,No,No
0.967310234,4.955500215,Yes,No
27.19198474,4.752991492,Yes,No
83.47138478,27.09584575,Yes,Yes
80.94018904,23.27799411,Yes,Yes
30.55241432,-13.95349386,Yes,No
18.64536635,4.47595224,No,No
77.52540041,27.3549604,Yes,Yes
38.42946155,10.33993246,No,No
90.68446947,22.03156362,Yes,Yes
12.0914109,6.492439579,No,No
94.73261237,19.58558656,Yes,Yes
81.15856909,22.1989111,Yes,Yes
54.20533142,-14.09376966,Yes,No
46.28294583,0.355609325,No,No
94.71002737,26.63247153,Yes,Yes
33.19330094,-14.01199116,Yes,No
91.66590659,22.3027708,Yes,Yes
66.45645816,-6.505662448,No,No
29.48413487,-19.35745656,No,No
21.89333801,-1.078615199,No,No
95.59838655,20.59889002,Yes,Yes
89.69463392,19.38317881,Yes,Yes
17.92997881,-17.87609259,Yes,No
45.77722559,1.443952064,Yes,No
4.635634552,-2.159587365,Yes,No
95.61864548,27.82403331,Yes,Yes
12.10255188,9.993254545,Yes,No
18.51427707,-5.051064375,Yes,No
97.6004474,21.17239116,Yes,Yes
19.39436934,-12.23771778,Yes,No
42.55432081,12.55018822,No,No
98.30869946,17.05918789,Yes,Yes
72.69913592,10.06431915,No,No
89.71870455,29.57583709,Yes,Yes
12.4124831,-5.153523049,Yes,No
38.85581235,10.35032529,No,No
1.848330348,-18.91602888,Yes,No
80.28507189,29.71671193,Yes,Yes
98.76287937,22.20496768,Yes,Yes
57.40225229,13.20766742,No,No
65.83120536,2.479735723,Yes,No
77.73872531,23.74332364,Yes,Yes
91.06139392,28.64738107,Yes,Yes
43.12954301,13.14160148,No,No
32.71845198,10.49667573,No,No
91.59913434,22.67457215,Yes,Yes
81.9136488,18.70478204,Yes,Yes
50.80448474,-11.47865346,No,No
91.02928772,20.42110527,Yes,Yes
94.80767231,16.13765311,Yes,Yes
76.71936616,19.21715472,Yes,Yes
90.165536,22.8505314,Yes,Yes
6.043560921,14.23929122,No,No
61.10032535,-15.78313621,Yes,No
81.76349485,29.08074179,Yes,Yes
76.96262059,29.00058045,Yes,Yes
96.38069564,19.21492641,Yes,Yes
85.84952385,29.26291268,Yes,Yes
